"df_names","df_long","df_lat"
"Gas station","101.0295527","17.9804878"
"Gas station","100.7813219","17.8335031"
"Gas station","101.0123604","17.9511612"
"Gas station","100.8130688","17.8797559"
"Gas station","100.8216632","17.8980333"
"Gas station","100.8989416","18.0415817"
"PT Gas Station","100.72721","17.7723727"
"Gas station","100.6330739","17.6990408"
"Gas station","100.6386381","17.7146655"
"Gas station","100.6786058","17.7444398"
"Gas station","100.8656099","17.9659703"
"Gas station","100.8704134","17.9799256"
"Gas station","101.120829","18.0352902"
"PT Gas Station","100.6914509","17.7306806"
"Gas station","100.846412","17.9350805"
"Ban Khok Gas Station","101.0702774","18.0214185"
"Gas station","100.7152024","17.7776603"
"Gas station","100.7495655","17.7888992"
"Gas station","100.8807419","17.9989098"
"Gas station","101.0295527","17.9804878"
"Gas station","100.6870084","18.2289823"
"Gas station","100.7813219","17.8335031"
"Gas station","101.0123604","17.9511612"
"Gas station","100.8130688","17.8797559"
"Gas station","100.8216632","17.8980333"
"PT Gas Station","100.72721","17.7723727"
"Gas station","100.8989416","18.0415817"
"Gas station","100.8656099","17.9659703"
"Gas station","100.8704134","17.9799256"
"Gas station","101.120829","18.0352902"
"PT Gas Station","100.6914509","17.7306806"
"Gas station","100.846412","17.9350805"
"TTP Gas station","101.3862032","17.7276548"
"Ban Khok Gas Station","101.0702774","18.0214185"
"PT Gas Station","100.8760879","17.9963396"
"Gas station","100.8238807","17.9077017"
"Gas station","102.141023","15.6456865"
"Gas station","101.7645191","15.5962643"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0240752","15.7610413"
"Gas station","102.0394527","15.8641065"
"Gas station","101.8656265","15.5767549"
"Gas station","101.6897599","16.0100784"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","101.766576","16.0785067"
"Gas station","101.8929115","15.7828271"
"Gas station","101.7624189","16.1097173"
"Gas station","102.2060459","15.5709923"
"Gas station","101.7570674","16.1188994"
"Gas station","102.1112404","15.5307027"
"Gas station","102.1047346","15.5718285"
"Gas station","101.8238958","15.4726871"
"Gas station","102.178344","15.5313126"
"Gas station","102.121183","15.72575"
"Gas station","102.2425831","15.4860483"
"Gas station","101.6467785","15.4631846"
"Gas station","101.5441436","15.4194897"
"Gas station","101.8048649","15.4312681"
"Gas station","102.0402108","15.4297742"
"Gas station","101.6844373","15.4203715"
"Gas station","101.6826829","15.4689806"
"Gas station","101.6145552","15.4291686"
"Gas station","101.5678693","15.4714195"
"Gas station","101.5713081","15.5086219"
"Gas station","102.141023","15.6456865"
"Patthana Gas Shop","101.9680593","15.3064971"
"Gas station","101.6236434","15.4025915"
"Gas station","101.7645191","15.5962643"
"Gas station","101.9272971","15.34715"
"Gas station","102.2535155","15.5936972"
"Gas station","101.5510116","15.3300075"
"Gas station","102.0240752","15.7610413"
"Gas station","102.0394527","15.8641065"
"Gas station","101.8656265","15.5767549"
"Gas station","101.6897599","16.0100784"
"Gas station","102.141023","15.6456865"
"Gas station","102.0394527","15.8641065"
"Gas station","102.0951506","15.8766229"
"Gas station","101.6897599","16.0100784"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0240752","15.7610413"
"Gas station","101.5713081","15.5086219"
"Gas station","101.8929115","15.7828271"
"Gas station","102.2060459","15.5709923"
"Gas station","101.895594","16.1233976"
"Gas station","102.1071568","15.5192248"
"Gas station","102.121183","15.72575"
"Gas station","102.0239919","15.9327283"
"Gas station","102.2430685","15.7218532"
"Gas station","102.1941465","15.6845695"
"Gas station","102.1112404","15.5307027"
"Gas station","102.1047346","15.5718285"
"Gas station","102.1748162","15.9486439"
"Gas station","101.8656265","15.5767549"
"Gas station","101.7645191","15.5962643"
"Gas station","103.5353641","14.5269557"
"Gas station","102.9515816","14.7951955"
"Gas station","103.0010426","14.3657684"
"Gas station","103.0627873","14.3833804"
"Gas station","103.5093416","14.8299924"
"Gas station","103.194859","14.4098636"
"Gas station","103.2185263","14.4123864"
"Gas station","103.3885033","14.4539147"
"Gas station","103.4765343","14.9646579"
"Gas station","103.5245664","14.8642025"
"Gas station","103.0655622","14.840612"
"Gas station","103.0038441","14.9439409"
"Gas station","103.480818","14.898821"
"Gas station","103.1846528","14.5381798"
"Gas station","103.5319201","14.9637395"
"Gas station","103.0044736","14.6970829"
"Gas station","102.8258601","14.5930096"
"Gas station","103.08596","14.386517"
"Gas station","103.0432408","14.993264"
"Gas station","103.5411972","14.7499507"
"Gas station","102.7646137","13.9783015"
"Gas station","102.7506874","14.3344938"
"Gas station","102.6956017","14.0907374"
"Gas station","103.0010426","14.3657684"
"Gas station","103.0627873","14.3833804"
"Gas station","103.194859","14.4098636"
"Gas station","102.6914526","14.4534767"
"Gas station","103.2185263","14.4123864"
"Gas station","102.745084","14.3049807"
"Gas station","103.1846528","14.5381798"
"Gas station","102.7188537","14.4375076"
"Gas station","102.7259104","14.4454986"
"Gas station","102.6933492","14.208238"
"Gas station","102.8258601","14.5930096"
"Gas station","102.7066545","14.5202109"
"Gas station","103.08596","14.386517"
"Gas station","103.0839064","14.5731661"
"Gas station","102.882384","14.6121126"
"PTT gas station.","102.9830303","14.5337492"
"Gas station","102.918365","14.3757242"
"Gas station","103.5353641","14.5269557"
"Gas station","103.0010426","14.3657684"
"Gas station","103.0627873","14.3833804"
"Gas station","103.194859","14.4098636"
"Gas station","103.2185263","14.4123864"
"Gas station","103.3885033","14.4539147"
"Gas station","103.0655622","14.840612"
"Gas station","103.1846528","14.5381798"
"Gas station","103.0044736","14.6970829"
"Gas station","102.8258601","14.5930096"
"Gas station","103.08596","14.386517"
"Gas station","103.2245969","14.6353716"
"PT gas station.","102.6769888","14.8449312"
"Gas station","103.0839064","14.5731661"
"Gas station","102.882384","14.6121126"
"PTT gas station.","102.9830303","14.5337492"
"Gas station","102.918365","14.3757242"
"Gas station","103.0994733","14.4574455"
"Gas station","102.9088103","14.5197835"
"Gas station","103.0304105","14.3785207"
"Ngv gas station","99.8265684","13.305598"
"PTT NGV Service Station","99.9719462","12.7990082"
"PT Gas Station","99.9105433","13.1167058"
"Gas station","99.8194215","13.2728905"
"Gas station","99.9482213","13.1330576"
"PTT Station (มือทอง-ชะอำ)","99.960587","12.7465316"
"Gas station","99.9270768","13.0424772"
"Gas station","100.0166346","13.0607411"
"PT Petrol Station","99.827346","13.32098"
"PT Gas Station","99.8281064","13.2044723"
"Esso (Tha Yang Service Limited Partnership)","99.8982676","12.9754894"
"PTT","99.9013565","12.9877215"
"Gas station","99.9227697","12.6531295"
"Gas station","100.0297299","13.0528309"
"Gas station","99.9205497","13.1150163"
"Gas station","99.8267949","13.1418704"
"Gas station","99.7620517","13.1192092"
"Gas station","100.0259289","13.1484811"
"PT Petrol Station","100.062388","13.006931"
"PTT","99.9520158","12.6715058"
"SUSCO","100.304826","13.5778722"
"PTT","100.3898008","13.6234737"
"ปั้มแก๊ส LPG PTT","100.4348393","13.6061603"
"PTT","100.3194404","13.5847373"
"PTT","100.2611664","13.547268"
"คาลเท็กซ์ สาขาซี. เอ. เอส. แอสเซท","100.3406924","13.5677677"
"ปตท.","100.2779735","13.5923521"
"PTT Petrol Station","100.2210506","13.5362038"
"บริษัท ปิโตเลียมไทยคอร์ปอเรชั่น จำกัด (ปั๊ม PT)","100.4381527","13.6207648"
"Gas station PTT economic road km 16.","100.2798701","13.5883919"
"PTT Gas Station","100.393579","13.6252112"
"PTT","100.2879922","13.5703127"
"TAC Industrial Gas Co., Ltd.","100.254364","13.569323"
"28 Car Wash","100.2932178","13.5313449"
"PTT Station สาขาถนนพระราม2 (ขาเข้า)","100.3380018","13.5933984"
"PTT","100.1441614","13.5122864"
"PTT Gas Station ปตท.ท่าจีนรุ่งเรืองปิโตรเลียม จำกัด","100.237731","13.542906"
"Service stations","100.10464","13.46699"
"PTT","100.2926103","13.5308263"
"Ngv gas station","99.8265684","13.305598"
"ปั๊มน้ำมันบางจาก - สหกรณ์ นิคมสมุทรสาคร จำกัด","100.386038","13.51439"
"Ngv gas station","99.8265684","13.305598"
"PTT","100.1441614","13.5122864"
"Shell","99.941227","13.111361"
"Jiffy","100.1442748","13.5123529"
"PT Gas Station","99.9105433","13.1167058"
"Gas station","99.8194215","13.2728905"
"PTT NGV Service Station","99.9719462","12.7990082"
"Gas station","99.9482213","13.1330576"
"PTT Station (มือทอง-ชะอำ)","99.960587","12.7465316"
"ปั้มน้ำมัน ขวัญพานิช","100.265638","13.5199364"
"Gas station","100.0166346","13.0607411"
"Gas Station PTT","99.9414997","13.0516022"
"PT Petrol Station","99.827346","13.32098"
"Gas station","99.9270768","13.0424772"
"PT Gas Station","99.8281064","13.2044723"
"Esso (Tha Yang Service Limited Partnership)","99.8982676","12.9754894"
"Gas station","100.0297299","13.0528309"
"Gas station","99.9205497","13.1150163"
"Gas station","99.8267949","13.1418704"
"Ngv gas station","99.8265684","13.305598"
"PT Gas Station","99.9105433","13.1167058"
"PTT NGV Service Station","99.9719462","12.7990082"
"Gas station","99.8194215","13.2728905"
"Gas station","99.9482213","13.1330576"
"PTT Station (มือทอง-ชะอำ)","99.960587","12.7465316"
"Gas station","100.0166346","13.0607411"
"Gas station","99.9270768","13.0424772"
"Gas Station PTT","99.9414997","13.0516022"
"PT Petrol Station","99.827346","13.32098"
"PT Gas Station","99.8281064","13.2044723"
"Esso (Tha Yang Service Limited Partnership)","99.8982676","12.9754894"
"Gas station","100.0297299","13.0528309"
"PTT","99.9013565","12.9877215"
"Gas station","99.9227697","12.6531295"
"Gas station","99.9205497","13.1150163"
"Gas station","99.8267949","13.1418704"
"Gas station","99.7620517","13.1192092"
"Gas station","100.0259289","13.1484811"
"PT Petrol Station","100.062388","13.006931"
"PTT Gas Station","99.82276","13.29641"
"Gas station","99.8182831","13.0059071"
"Gas station","99.8535982","13.0749837"
"PT Gas Station","99.9914121","13.1908531"
"Gas station","99.7534708","13.3017197"
"Esso (Nop Pho Oil Limited Partnership)","99.914509","13.1160588"
"Gas station","99.825855","13.2154563"
"Shell","99.972673","12.798206"
"Gas station","99.8101131","12.8686916"
"Gas station","99.7526867","13.343"
"ดับเบิลพี คลังสมุทรสงคราม","100.0006039","13.370372"
"PT Gas Station","99.9467571","13.0683281"
"Gas station","99.864441","12.9480456"
"PT Gas Station","99.9667373","12.7769669"
"PTT","99.8869051","13.122446"
"สถานีบริการน้ำมันยูเนี่ยนออยล์","99.8659577","13.3454078"
"Charoen Yon Gas Garage","99.9318273","13.1101586"
"gas station.","99.8960752","12.947084"
"Gas station","99.6461197","12.9070884"
"Gas station","99.880273","12.8891215"
"Ngv gas station","99.8265684","13.305598"
"PT Gas Station","99.9105433","13.1167058"
"PTT NGV Service Station","99.9719462","12.7990082"
"Gas station","99.8194215","13.2728905"
"Gas station","99.9482213","13.1330576"
"PTT Station (มือทอง-ชะอำ)","99.960587","12.7465316"
"Gas station","100.0166346","13.0607411"
"Gas Station PTT","99.9414997","13.0516022"
"Gas station","99.9270768","13.0424772"
"PT Petrol Station","99.827346","13.32098"
"PT Gas Station","99.8281064","13.2044723"
"Esso (Tha Yang Service Limited Partnership)","99.8982676","12.9754894"
"Gas station","100.0297299","13.0528309"
"Gas station","99.9205497","13.1150163"
"Gas station","99.9227697","12.6531295"
"Gas station","99.8267949","13.1418704"
"Gas station","100.0259289","13.1484811"
"Gas station","99.7620517","13.1192092"
"PT Petrol Station","100.062388","13.006931"
"PTT Gas Station","99.82276","13.29641"
"Esso (Rom Pho Petroleum)","100.7778672","18.8014941"
"PTT","100.774928","18.783082"
"PTT<U+30AC><U+30BD><U+30EA><U+30F3><U+30B9><U+30BF><U+30F3><U+30C9>","100.7730417","18.7756318"
"Gas station","100.6351857","18.7203289"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(12)","100.765962","18.774494"
"Gas station","100.6844394","18.7327619"
"Gas station","100.8447803","19.1783145"
"Wash Station Nan","100.7699298","18.7796328"
"Gas station","100.9345104","19.1463868"
"Gas station","100.9576932","19.1767541"
"Gas station","100.7162506","19.310271"
"Gas station","100.7958549","19.1354289"
"Gas station","100.8830186","19.1899826"
"PTT Station","100.9178768","19.1810402"
"Gas station","100.7906258","19.0203442"
"Gas station","100.712926","19.3312095"
"PT Gas Station","100.7546764","18.7297229"
"Gas station","100.9383014","19.2189366"
"Shell","100.77144","18.778688"
"Gas station","100.8281943","18.7129261"
"Esso (Rom Pho Petroleum)","100.7778672","18.8014941"
"Gas station","100.7481674","18.568842"
"Gas station","100.6351857","18.7203289"
"Gas station","100.7678593","18.6469498"
"Gas station","100.6844394","18.7327619"
"PTT","100.774928","18.783082"
"Gas station","100.1783032","18.4215968"
"Gas station","100.0643025","19.1738927"
"Gas station","100.7906258","19.0203442"
"Shell","100.77144","18.778688"
"PT Gas Station","100.1830357","18.4134104"
"PTT (Sathit Service Registered Ordinary Partnership)","100.2959887","18.3088631"
"Gas station","100.7519193","18.5515178"
"Gas station","100.7799943","18.5497814"
"PT Gas Station","100.1850443","18.4467665"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(8)","100.744977","18.568307"
"PT Gas Station","100.1892089","18.4776894"
"PT Gas Station","100.1912523","18.3944196"
"Esso gas station","100.7113804","18.7738321"
"Gas station","100.1626401","18.4405506"
"Esso (Rom Pho Petroleum)","100.7778672","18.8014941"
"PTT","100.774928","18.783082"
"Gas station","100.7481674","18.568842"
"Gas station","100.6351857","18.7203289"
"Gas station","100.7678593","18.6469498"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(12)","100.765962","18.774494"
"Gas station","100.6844394","18.7327619"
"Wash Station Nan","100.7699298","18.7796328"
"Gas station","100.7958549","19.1354289"
"Gas station","100.7906258","19.0203442"
"PT Gas Station","100.7546764","18.7297229"
"Shell","100.77144","18.778688"
"PT Gas Station","100.9315951","18.9258925"
"Gas station","100.7519193","18.5515178"
"Gas station","100.7799943","18.5497814"
"สน.ปตท. บริษัท สุขุมเซอร์วิส จำกัด(8)","100.744977","18.568307"
"Gas station","100.7895978","19.0680741"
"PT Gas Station","100.1892089","18.4776894"
"Gas station","100.781424","19.0869948"
"ปั๊มน้ำมัน PT สาขา น่าน","100.7733624","18.7774721"
"Gas station","102.0402108","15.4297742"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.4122197","15.4966491"
"Gas station","102.5587573","15.5063574"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","101.9272971","15.34715"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0240752","15.7610413"
"Gas station","102.0394527","15.8641065"
"Gas station","102.2933199","15.5955848"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","102.3121792","15.6024902"
"Gas station","101.8048649","15.4312681"
"Gas station","102.0402108","15.4297742"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.4122197","15.4966491"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","101.9668838","15.310522"
"Gas station","101.7645191","15.5962643"
"Gas station","101.9272971","15.34715"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0240752","15.7610413"
"Gas station","102.0394527","15.8641065"
"Gas station","102.2933199","15.5955848"
"Gas station","101.8656265","15.5767549"
"Gas station","102.0951506","15.8766229"
"Gas station","101.8196114","15.3289904"
"Gas station","102.1071568","15.5192248"
"Gas station","101.8048649","15.4312681"
"Gas station","102.0402108","15.4297742"
"Gas station","102.3336366","15.2809629"
"Gas station","102.141023","15.6456865"
"Gas station","102.4122197","15.4966491"
"Gas station","102.3524056","15.7139671"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","101.9668838","15.310522"
"Gas station","101.7645191","15.5962643"
"Gas station","101.9272971","15.34715"
"Gas station","102.3455598","15.6106158"
"Gas station","102.2535155","15.5936972"
"Gas station","102.0240752","15.7610413"
"Gas station","102.0394527","15.8641065"
"Gas station","102.2933199","15.5955848"
"Gas station","101.8656265","15.5767549"
"Gas station","102.0951506","15.8766229"
"Gas station","102.1071568","15.5192248"
"Gas station","101.8929115","15.7828271"
"Gas station","102.6221637","15.5497874"
"Gas station","102.7784581","15.4731675"
"Gas station","103.0331403","15.7618988"
"Gas station","103.2102913","15.7135915"
"Gas station","102.8794401","15.3563104"
"Gas station","102.695408","15.6776032"
"Gas station","102.6881991","15.631734"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","102.6279886","15.4765273"
"Gas station","103.367129","15.6068732"
"Gas station","102.7796337","15.3582014"
"Gas station","102.7232019","15.3158089"
"Gas station","102.658242","15.8781668"
"Gas station","103.1507967","15.3152537"
"Gas station","102.704657","15.542388"
"Gas station","103.1480417","15.2175765"
"Gas station","102.9951678","15.8384698"
"Gas station","102.943389","15.5373355"
"Gas station","102.9274022","15.3565161"
"Gas station","103.3729259","15.6422168"
"Gas station","102.8037907","15.7276511"
"Gas station","103.2234508","15.5149269"
"Gas station","102.8360409","15.7494472"
"Gas station","102.8425459","15.7501632"
"Gas station","102.9984472","15.6760249"
"Gas station","103.0230942","15.3552896"
"Gas station","102.6701784","15.8319689"
"Gas station","103.0132046","15.3938996"
"Shell","102.735322","16.057542"
"Gas station","102.6500502","15.8070443"
"Gas station","103.0994444","15.6927778"
"Gas station","102.7861755","15.3582941"
"Gas station","103.1801465","15.6462261"
"Gas station","102.6388893","15.477623"
"Gas station","103.139189","15.3241382"
"Gas station","103.2143288","15.6646318"
"Gas station","102.9066998","15.2738419"
"Gas station","102.9421048","15.9162307"
"Gas station","103.0562143","15.3464926"
"Gas station","103.0617032","15.7812196"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.5587573","15.5063574"
"Gas station","102.6221637","15.5497874"
"Gas station","102.7784581","15.4731675"
"Gas station","102.5615859","15.4169877"
"Gas station","103.0331403","15.7618988"
"Gas station","102.6185193","15.5277427"
"Gas station","102.8794401","15.3563104"
"Gas station","102.695408","15.6776032"
"PTT Gas Station","102.5270654","15.4977209"
"Gas station","102.6881991","15.631734"
"Gas station ถูกสุด 27.00","102.5722397","15.6557906"
"Gas station","102.6279886","15.4765273"
"Gas station","102.7796337","15.3582014"
"Gas station","102.7232019","15.3158089"
"Gas station","103.1507967","15.3152537"
"Gas station","102.704657","15.542388"
"Gas station","103.1480417","15.2175765"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.5587573","15.5063574"
"Gas station","102.6221637","15.5497874"
"Gas station","102.7784581","15.4731675"
"Gas station","102.5615859","15.4169877"
"Gas station","103.0331403","15.7618988"
"Gas station","102.6185193","15.5277427"
"Gas station","102.8794401","15.3563104"
"Gas station","102.695408","15.6776032"
"PTT Gas Station","102.5270654","15.4977209"
"Gas station","102.6881991","15.631734"
"Gas station ถูกสุด 27.00","102.5722397","15.6557906"
"Gas station","102.6279886","15.4765273"
"Gas station","102.7796337","15.3582014"
"Gas station","102.7232019","15.3158089"
"Gas station","102.658242","15.8781668"
"Gas station","103.1507967","15.3152537"
"Gas station","102.6162906","15.8474812"
"Shell","100.584083","14.352957"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"สน.ปตท. บริษัท อยุธยาจังหวัดพาณิชย์ จำกัด","100.569591","14.351001"
"PT Gas Station","100.6433993","14.1939525"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.6164222","14.3580516"
"Gas station","100.4549132","14.2996423"
"PTT gas station","100.6286401","14.1860208"
"Bangchak Station -- Wangnoi","100.6464108","14.1953031"
"Gas station","100.7702142","14.3149077"
"PTT NGV Service Station","100.8386135","14.319195"
"Gas station","100.8921682","14.2123328"
"PTT station","100.5286259","14.3376089"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.722842","14.1976203"
"Gas station","100.9258428","14.3870131"
"Gas station","100.8431112","14.4111201"
"Gas station","100.8452496","14.3471757"
"Gas station","100.7611519","14.3544751"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"สน.ปตท. บริษัท อยุธยาจังหวัดพาณิชย์ จำกัด","100.569591","14.351001"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.6164222","14.3580516"
"Gas station","100.4549132","14.2996423"
"Gas station","100.7702142","14.3149077"
"PTT NGV Service Station","100.8386135","14.319195"
"Gas station","100.8921682","14.2123328"
"PTT station","100.5286259","14.3376089"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.9258428","14.3870131"
"Gas station","100.8431112","14.4111201"
"Gas station","100.8452496","14.3471757"
"Gas station","100.7611519","14.3544751"
"Gas station","100.7830936","14.3667494"
"Gas station","100.7569524","14.2126779"
"Gas station","101.0722341","14.2547701"
"Gas station","100.8477483","14.3303358"
"PTT gas station","100.7240641","14.235522"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.6164222","14.3580516"
"Gas station","100.4549132","14.2996423"
"Gas station","100.436122","14.3250962"
"PTT Gasoline","100.6142604","14.3041638"
"Gas station","100.3972043","14.3383136"
"Gas station","100.7702142","14.3149077"
"PTT NGV Service Station","100.8386135","14.319195"
"PTT station","100.5286259","14.3376089"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.9258428","14.3870131"
"Gas station","100.4109268","14.3462616"
"Gas station","100.8431112","14.4111201"
"Gas station","100.8452496","14.3471757"
"Gas station","100.7611519","14.3544751"
"Gas station","100.3676463","14.3706284"
"Gas station","100.7830936","14.3667494"
"PTT gas station","100.7240641","14.235522"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.6164222","14.3580516"
"Gas station","100.4549132","14.2996423"
"Esso","100.5861864","14.3533339"
"Gas station","100.436122","14.3250962"
"PTT Gasoline","100.6142604","14.3041638"
"Gas station","100.3972043","14.3383136"
"Gas station","100.7702142","14.3149077"
"PTT NGV Service Station","100.8386135","14.319195"
"Gas station","100.3425069","14.2877396"
"PTT station","100.5286259","14.3376089"
"Gas station","100.3340238","14.3750436"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.4109268","14.3462616"
"Gas station","100.9258428","14.3870131"
"Gas station","100.8431112","14.4111201"
"Gas station","100.2964706","14.3651204"
"Gas station","100.8452496","14.3471757"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.6164222","14.3580516"
"Gas station","100.4549132","14.2996423"
"PTT Gasoline","100.6142604","14.3041638"
"Gas station","100.7702142","14.3149077"
"PTT NGV Service Station","100.8386135","14.319195"
"PTT station","100.5286259","14.3376089"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.9258428","14.3870131"
"Gas station","100.4109268","14.3462616"
"Gas station","100.8431112","14.4111201"
"Gas station","100.8452496","14.3471757"
"Gas station","100.7611519","14.3544751"
"Gas station","100.3676463","14.3706284"
"Gas station","100.7830936","14.3667494"
"PTT gas station","100.7240641","14.235522"
"Gas station","100.8477483","14.3303358"
"Gas station","101.0050347","14.3298439"
"Gas station","100.5443008","14.3390852"
"Ayutthaya Gas Shop","100.5811638","14.3500719"
"สน.ปตท. บริษัท อยุธยาจังหวัดพาณิชย์ จำกัด","100.569591","14.351001"
"PT Gas Station","100.6433993","14.1939525"
"Gas station","100.6164222","14.3580516"
"PTT LPG Gas Station","100.5975741","14.3912328"
"Gas station","100.4549132","14.2996423"
"Gas station","100.7103301","14.1713278"
"PTT gas station","100.6286401","14.1860208"
"Bangchak Station -- Wangnoi","100.6464108","14.1953031"
"Gas station","100.7702142","14.3149077"
"Gas station","100.9131863","14.1745108"
"PTT Gasoline","100.6142604","14.3041638"
"PTT NGV Service Station","100.8386135","14.319195"
"Gas station","100.8921682","14.2123328"
"PTT station","100.5286259","14.3376089"
"อยุธยา ออ","100.5694197","14.3617645"
"Gas station","100.722842","14.1976203"
"Gas station","100.9258428","14.3870131"
"Gas station","100.8431112","14.4111201"
"Gas station","100.8452496","14.3471757"
"Gas station","100.7611519","14.3544751"
"Gas station","100.7569524","14.2126779"
"Gas station","100.7830936","14.3667494"
"Shell","100.7758814","14.2609718"
"PTT gas station","100.7240641","14.235522"
"Gas station","100.8477483","14.3303358"
"Gas station","101.0050347","14.3298439"
"Gas station","100.9603489","14.376886"
"Gas station","100.8487004","14.4500584"
"Gas station","100.9468673","14.3880258"
"Gas station","100.8736293","14.4067228"
"Gas station","100.7809541","14.4179124"
"Gas station","100.8920471","14.3365203"
"Gas station","100.7174691","14.4909793"
"Gas station PTT Asia - home to the island of Ayutthaya.","100.5939686","14.3950574"
"Bangchak petrol station - Line 2 Asia","100.6140516","14.324218"
"Shell","100.95934","14.546274"
"Gas station","100.6066653","14.453079"
"Gas station","100.683755","14.4462515"
"Gas station","100.6681661","14.4964941"
"Esso","100.5861864","14.3533339"
"Gas station","100.8621551","14.4465462"
"Bangchak The Station","100.646052","14.1955494"
"Gas station","100.8871998","14.3062748"
"Gas station","100.4556597","14.4681107"
"Gas station","100.625088","14.4984582"
"PTT gas station.","100.8386752","14.3190848"
"Gas station","100.8851228","14.4595471"
"Gas station","100.5852048","14.7096235"
"Gas station","100.5935504","14.6949083"
"Gas station","100.5262741","14.5302466"
"Gas station","100.8835292","14.4658475"
"Gas station","100.5259772","14.4877705"
"Gas station","100.7982112","14.5152637"
"Gas station","100.8777463","14.3599757"
"Gas station","100.9478266","14.302953"
"PT Petrol Station","101.128957","14.638296"
"Gas station","100.6121549","14.7151799"
"Gas station","100.7892326","14.5740048"
"Gas station","103.5942011","18.0930813"
"Gas station","103.370394","18.1677355"
"Gas station","103.6482217","18.3039898"
"Gas station","103.9000123","17.9182724"
"Gas station","103.7028801","18.2536932"
"Gas station","103.897997","18.0614537"
"Gas station","103.4341068","18.0889854"
"Gas station","103.8755076","18.0237708"
"Gas station","103.8008734","17.8957615"
"Gas station","103.6489516","18.3643818"
"Gas station","103.4246386","18.1111998"
"Gas station","103.4851161","18.3651329"
"Gas station","103.6341025","18.0497869"
"Gas station","103.9023393","18.1503549"
"Gas station","103.808342","18.1401254"
"Gas station","103.9620928","18.0502408"
"Gas station","103.4085783","18.1080559"
"Gas station","103.9813793","18.0359417"
"Gas station","103.8186458","18.0173531"
"Gas station","103.4562574","18.1775866"
"ปั๊มน้ำมันบางจาก - สหกรณ์การเกษตร พังโคน จำกัด","103.722053","17.3901639"
"Gas station","103.2485668","17.6767703"
"Gas station","103.068966","17.6842295"
"Gas station","103.0461399","17.6828868"
"Gas station","103.255594","17.7032506"
"Gas station","103.0830939","17.8314744"
"สถานีบริการน้ำมัน (=Gas Station)","103.3842914","17.5983185"
"Gas station","102.9947511","17.7836416"
"Gas station","103.3027589","17.5347102"
"Gas station","103.3799237","17.6001098"
"Gas station","103.2131337","17.5966141"
"Gas station","103.0667011","17.6002796"
"Gas station","103.0791298","17.4413282"
"Gas station","103.2874529","17.5098536"
"Gas station","103.5942011","18.0930813"
"Gas station","103.316242","17.7448828"
"Gas station","103.0540616","17.552891"
"Gas station","103.1836131","17.6569356"
"Gas station","103.2031084","17.504268"
"Gas station","103.208582","17.8409438"
"Gas station","103.2485668","17.6767703"
