"df_names","df_long","df_lat"
"Gas station","100.8113116","15.8186432"
"Gas station","100.6136071","15.8041351"
"Gas station","101.128004","15.9876359"
"Gas station","101.0257489","15.9277832"
"Gas station","100.8966185","15.8113308"
"Gas station","101.0389434","15.9115533"
"Gas station","101.2586713","15.8705171"
"Gas station","101.2159215","16.0021093"
"Gas station","101.1259678","15.8959085"
"Gas station","100.8547725","15.9928298"
"Gas station","101.1402599","16.3636627"
"Gas station","101.0618709","15.8326199"
"Gas station","101.1707545","15.9715112"
"Gas station","101.1824456","15.9949942"
"Gas station","100.9135614","16.0101105"
"Gas station","100.835566","16.0437696"
"Gas station","101.1310164","16.0426188"
"Gas station","100.532198","16.0202166"
"Gas station","101.1855613","16.0426121"
"Gas station","101.0994377","15.7234326"
"Gas station","101.1445995","16.0583071"
"Gas station","101.0974109","16.2637356"
"Esso Gas Station","101.0701321","16.0678881"
"Gas station","100.9733485","15.8904573"
"Gas station","101.2064199","16.0974862"
"Gas station","101.0533167","16.0762391"
"Gas station","101.185292","16.0664867"
"Gas station","100.8855235","15.6982481"
"Gas station","101.0660681","16.2961338"
"Gas station","100.9721959","15.9153154"
"Gas station","101.0553693","15.987561"
"Gas station","101.2169838","16.1393918"
"Gas station","101.067174","16.0874273"
"Gas station","100.9358203","15.7651711"
"Gas station","100.8113116","15.8186432"
"Gas station","101.128004","15.9876359"
"Gas station","101.0257489","15.9277832"
"Gas station","100.8966185","15.8113308"
"Gas station","101.0389434","15.9115533"
"Gas station","101.2586713","15.8705171"
"Gas station","101.2159215","16.0021093"
"Gas station","101.1259678","15.8959085"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Gas station","102.5048725","15.9426877"
"Shell","102.80493","16.442557"
"Gas station","102.6645702","16.5092365"
"Gas station","102.4860844","16.2007695"
"Gas station","102.7878","16.5144648"
"Gas station","102.5391617","15.9539569"
"Gas station","102.3678629","16.0289091"
"Gas station","102.658242","15.8781668"
"Gas station","102.4617732","15.7997088"
"Gas station","102.4096989","16.0856973"
"Gas station","102.7875812","16.2950042"
"Gas station","102.6162906","15.8474812"
"Gas station","102.3529347","16.2604468"
"Gas station","102.27156","16.0059753"
"Gas station","102.8654894","16.3234345"
"Gas station","102.44999","16.1047339"
"Gas station","102.5084504","16.161984"
"Gas station","102.9175541","16.4961884"
"Gas station","102.141023","15.6456865"
"Gas station","102.5590037","15.6408992"
"Gas station","102.3524056","15.7139671"
"Gas station","102.0951506","15.8766229"
"Gas station","102.2911896","15.6345939"
"Gas station","102.121183","15.72575"
"Gas station","102.2814436","15.9398946"
"Gas station","102.2796401","15.9610227"
"Gas station","102.1941465","15.6845695"
"Gas station","102.2302847","15.8648574"
"Gas station","102.2430685","15.7218532"
"Gas station","102.1748162","15.9486439"
"Gas station","102.1368898","15.6347196"
"Gas station","102.1690847","15.8453013"
"Gas station","102.695408","15.6776032"
"Gas station","102.6881991","15.631734"
"Gas station","102.3310718","15.9641685"
"Gas station ถูกสุด 27.00","102.5722397","15.6557906"
"Gas station","102.2865835","15.851596"
"Gas station","102.2628615","15.7450296"
"Gas station","102.5590037","15.6408992"
"Gas station","102.3524056","15.7139671"
"Gas station","102.0951506","15.8766229"
"Gas station","102.2814436","15.9398946"
"Gas station","102.2796401","15.9610227"
"Shell","102.80493","16.442557"
"Gas station","102.2302847","15.8648574"
"Gas station","102.1748162","15.9486439"
"Gas station","102.1690847","15.8453013"
"Gas station","102.695408","15.6776032"
"Gas station","102.6881991","15.631734"
"Gas station","102.3310718","15.9641685"
"Gas station ถูกสุด 27.00","102.5722397","15.6557906"
"Gas station","102.2865835","15.851596"
"Gas station","102.2628615","15.7450296"
"Gas station","102.3824696","15.7340487"
"Gas station","102.400275","15.7802153"
"Gas station","102.1532776","16.1113103"
"Gas station","102.2629303","15.9028218"
"Gas station","102.1778572","15.8311032"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Shell","102.80493","16.442557"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.9694655","16.47323"
"Gas station","103.0042084","16.4830998"
"Gas station","103.4318733","16.3796652"
"Gas station","102.9327943","16.4380197"
"Gas station","103.2935054","16.9118188"
"Gas station","103.2939609","16.3547119"
"Gas station","103.106984","16.7360636"
"Gas station","102.8677998","16.6961985"
"Gas station","102.8353267","16.6204679"
"Gas station","102.8622882","16.7301813"
"World Gas (Thailand) Co., Ltd.","102.819672","16.588447"
"Gas station","103.501051","16.8816103"
"Gas station","103.4655422","16.3965687"
"Gas station","103.3236567","16.5546776"
"Gas station","102.8587302","16.6137722"
"Gas station","103.1723832","16.7927945"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Shell","102.80493","16.442557"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.9694655","16.47323"
"Gas station","103.0042084","16.4830998"
"Gas station","103.4318733","16.3796652"
"Gas station","102.9327943","16.4380197"
"Gas station","102.8654894","16.3234345"
"Gas station","103.106984","16.7360636"
"Gas station","103.2939609","16.3547119"
"Gas station","102.8677998","16.6961985"
"Gas station","102.8353267","16.6204679"
"Gas station","102.8622882","16.7301813"
"World Gas (Thailand) Co., Ltd.","102.819672","16.588447"
"Gas station","102.9794789","16.5295598"
"Gas station","103.4655422","16.3965687"
"Gas station","103.364753","16.272546"
"Gas station","102.8587302","16.6137722"
"Gas station","103.1723832","16.7927945"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Shell","102.80493","16.442557"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.9694655","16.47323"
"Gas station","103.0042084","16.4830998"
"Gas station","103.4318733","16.3796652"
"Gas station","102.9327943","16.4380197"
"Gas station","102.8654894","16.3234345"
"Gas station","103.106984","16.7360636"
"Gas station","103.2939609","16.3547119"
"Gas station","102.8677998","16.6961985"
"Gas station","102.8353267","16.6204679"
"Gas station","102.8622882","16.7301813"
"Gas station","103.4317051","16.2357561"
"World Gas (Thailand) Co., Ltd.","102.819672","16.588447"
"Gas station","102.9794789","16.5295598"
"Gas station","103.4655422","16.3965687"
"Gas station","103.364753","16.272546"
"Gas station","102.8587302","16.6137722"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Shell","102.80493","16.442557"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.9694655","16.47323"
"Gas station","103.0042084","16.4830998"
"Gas station","103.4318733","16.3796652"
"Gas station","102.9327943","16.4380197"
"Gas station","102.8654894","16.3234345"
"Gas station","103.106984","16.7360636"
"Gas station","103.2939609","16.3547119"
"Gas station","102.8677998","16.6961985"
"Gas station","102.8353267","16.6204679"
"Gas station","102.8622882","16.7301813"
"Gas station","103.4317051","16.2357561"
"World Gas (Thailand) Co., Ltd.","102.819672","16.588447"
"Gas station","102.9794789","16.5295598"
"Gas station","103.4655422","16.3965687"
"Gas station","103.364753","16.272546"
"Gas station","102.8587302","16.6137722"
"Gas station","103.4268268","16.2716285"
"Gas station","103.1723832","16.7927945"
"Gas station","103.4030576","16.3978334"
"Gas station","103.0935997","16.7817614"
"Gas station","103.083974","16.7028592"
"Gas station","103.4575216","16.4889025"
"Gas station","103.276029","16.3285665"
"Gas station","102.9738135","16.7120909"
"Gas station","103.3431005","16.5350561"
"Gas station","102.9757498","16.7325175"
"Gas station","103.5344084","16.3205567"
"Gas station","103.2178132","16.1861634"
"Gas station","103.0315984","16.7041035"
"Gas station","103.1511277","16.7250657"
"Gas station","103.2885647","16.5933602"
"Gas station","103.2966867","16.6098455"
"Gas station","102.8088669","16.7926462"
"Gas station","103.1778625","16.5454032"
"Gas station","103.1854411","16.3779766"
"Gas station","102.9592873","16.410279"
"Nongda Service Gas Station","99.9003024","8.2676185"
"LPG Gas Station","99.8428565","8.1358266"
"PTT Gas Station","99.929404","7.89124"
"LPG Gas Station","99.8361942","8.1403922"
"Shell","99.8634143","8.2040746"
"Thungsong Power Gas Ltd.,Parts.","99.619174","8.183456"
"ปั้มน้ำมัน August Gas Station","100.0557756","8.1587411"
"Esso Gas Station","99.904871","8.001695"
"PTT Gas Station Thung Pho","99.8861101","8.1075605"
"Shell Boonsawang and Son","99.661038","8.161611"
"Shell","99.886129","8.091011"
"ปั๊มน้ำมันเชลล์ Shell","99.8635876","8.2040222"
"Saeng Ngoen Oil Gas Station","99.680662","8.198031"
"ปั๊มน้ำมันบางจาก - ห้างหุ้นส่วนจำกัด ถาวรพัฒนา 1994","99.928894","7.89837"
"ปั๊มน้ำมัน เจ เจ ออยล์","99.6803941","8.1935759"
"Shell","99.6696501","8.1565323"
"PT Gas Station","99.8884138","8.0816821"
"PTT Station","99.982049","7.733495"
"ตลิ่งชันปิโตรเลียม","99.9555368","7.8011594"
"PTT","99.903171","8.148224"
"Nongda Service Gas Station","99.9003024","8.2676185"
"PTT Gas Station","99.929404","7.89124"
"LPG Gas Station","99.8428565","8.1358266"
"LPG Gas Station","99.8361942","8.1403922"
"Shell","99.8634143","8.2040746"
"Thungsong Power Gas Ltd.,Parts.","99.619174","8.183456"
"ปั้มน้ำมัน August Gas Station","100.0557756","8.1587411"
"Esso Gas Station","99.904871","8.001695"
"Shell Boonsawang and Son","99.661038","8.161611"
"Shell","99.886129","8.091011"
"ปั๊มน้ำมันเชลล์ Shell","99.8635876","8.2040222"
"Saeng Ngoen Oil Gas Station","99.680662","8.198031"
"ปั๊มน้ำมัน เจ เจ ออยล์","99.6803941","8.1935759"
"ปั๊มน้ำมันบางจาก - ห้างหุ้นส่วนจำกัด ถาวรพัฒนา 1994","99.928894","7.89837"
"Petrol","100.120777","7.667563"
"PT Gas Station","99.8884138","8.0816821"
"PTT Station","99.982049","7.733495"
"ตลิ่งชันปิโตรเลียม","99.9555368","7.8011594"
"PTT","99.903171","8.148224"
"Petrol","99.615513","7.983152"
"Gas station","102.3692962","16.6342799"
"Gas station","102.2909479","16.9793045"
"Gas station","102.2796065","16.6682882"
"Gas station","102.5422496","17.0099132"
"Gas station","102.011906","16.566039"
"Gas station","101.9446554","16.7078233"
"Gas station","101.985664","16.6477017"
"Gas station","102.1875639","17.0458794"
"Gas station","102.1813097","16.7629618"
"Gas station","102.2628897","17.0204861"
"Gas station","102.0456552","16.7277808"
"Gas station","102.2630852","16.9548131"
"Gas station","102.3641598","16.8391877"
"Gas station","102.1908584","17.0531617"
"Gas station","102.3052723","17.1479566"
"Gas station","102.3158639","16.8836361"
"Gas station","102.2403993","16.5764193"
"Gas station","102.1981859","16.7423304"
"Gas station","102.4900378","16.5753134"
"Gas station","102.4473949","17.2073874"
"Gas station","101.766576","16.0785067"
"Gas station","101.7624189","16.1097173"
"Gas station","101.7570674","16.1188994"
"Gas station","101.895594","16.1233976"
"Gas station","102.2060433","16.523134"
"Gas station","102.0645206","16.5239402"
"Gas station","101.778603","16.0477498"
"Gas station","102.0898329","16.5325464"
"Gas station","102.2277747","16.5076506"
"Gas station","101.8267902","16.0608235"
"Gas station","101.9529782","16.4642809"
"Gas station","102.1053739","16.5341115"
"Gas station","102.1532776","16.1113103"
"Gas station","101.7110414","16.1000414"
"Gas station","102.1344996","16.1105656"
"Gas station","101.7350139","16.116528"
"Gas station","101.6810935","16.144442"
"Gas station","101.9591437","16.6432425"
"Gas station","101.9758577","16.3647545"
"Gas station","101.9747134","16.3701245"
"Gas station","101.9545323","16.2450176"
"Gas station","101.9735091","16.3884341"
"Gas station","102.011906","16.566039"
"Gas station","101.9446554","16.7078233"
"Gas station","101.985664","16.6477017"
"Gas station","101.9689506","16.4269309"
"Gas station","101.9605642","16.4386828"
"Gas station","101.9306256","16.2969121"
"Gas station","102.0564648","16.3490907"
"Gas station","102.1227869","16.4575461"
"Gas station","101.9998589","16.5317313"
"Gas station","102.0456552","16.7277808"
"Gas station","101.8953351","16.5368214"
"Gas station","101.837166","16.1104843"
"Gas station","102.2403993","16.5764193"
"Gas station","102.1118699","16.3715634"
"Gas station","102.1901882","16.4705143"
"Gas station","101.9938179","16.4114679"
"Gas station","101.9482247","16.2116075"
"Gas station","102.1649939","16.7317935"
"Gas station","102.293074","16.5123969"
"Gas station","102.2060433","16.523134"
"Gas station","102.3692962","16.6342799"
"Gas station","102.2896658","16.4749898"
"Gas station","102.0645206","16.5239402"
"Gas station","102.0898329","16.5325464"
"Gas station","102.2277747","16.5076506"
"Gas station","101.9529782","16.4642809"
"Gas station","102.1053739","16.5341115"
"Gas station","102.2796065","16.6682882"
"Gas station","101.9758577","16.3647545"
"Gas station","101.9747134","16.3701245"
"Gas station","101.9735091","16.3884341"
"Gas station","102.011906","16.566039"
"Gas station","102.3529347","16.2604468"
"Gas station","101.9446554","16.7078233"
"Gas station","101.985664","16.6477017"
"Gas station","101.9689506","16.4269309"
"Gas station","102.357757","16.2748777"
"Gas station","101.9605642","16.4386828"
"Gas station","101.9306256","16.2969121"
"Gas station","102.1813097","16.7629618"
"Gas station","102.0564648","16.3490907"
"Gas station","102.1227869","16.4575461"
"Gas station","101.9998589","16.5317313"
"Gas station","102.0456552","16.7277808"
"Gas station","102.3641598","16.8391877"
"Gas station","101.8953351","16.5368214"
"Gas station","102.2608567","16.4971688"
"Gas station","102.3158639","16.8836361"
"Gas station","102.2403993","16.5764193"
"Gas station","102.1981859","16.7423304"
"Gas station","102.2632581","16.5135054"
"Gas station","102.1118699","16.3715634"
"Gas station","102.1901882","16.4705143"
"Gas station","101.9938179","16.4114679"
"Gas station","102.3252598","16.6134477"
"Gas station","102.1649939","16.7317935"
"Gas station","102.3046929","16.6657513"
"Gas station","102.2020039","16.4325048"
"Gas station","102.5590037","15.6408992"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.5587573","15.5063574"
"Gas station","102.6221637","15.5497874"
"Gas station","102.7784581","15.4731675"
"Gas station","102.5615859","15.4169877"
"Gas station","103.0331403","15.7618988"
"Gas station","102.6185193","15.5277427"
"Gas station","102.8794401","15.3563104"
"Gas station","102.695408","15.6776032"
"Gas station","102.6881991","15.631734"
"PTT Gas Station","102.5270654","15.4977209"
"Gas station ถูกสุด 27.00","102.5722397","15.6557906"
"Gas station","102.6279886","15.4765273"
"Gas station","102.7796337","15.3582014"
"Gas station","102.7232019","15.3158089"
"Gas station","103.1507967","15.3152537"
"Gas station","102.704657","15.542388"
"Gas station","103.1480417","15.2175765"
"Gas station","102.943389","15.5373355"
"Gas station","102.9274022","15.3565161"
"Gas station","102.8037907","15.7276511"
"Gas station","102.8360409","15.7494472"
"Gas station","102.8425459","15.7501632"
"Gas station","102.9984472","15.6760249"
"Gas station","103.0230942","15.3552896"
"Gas station","103.0132046","15.3938996"
"Gas station","102.465305","15.2761968"
"Gas station","102.5221996","15.5502115"
"Gas station","103.0994444","15.6927778"
"Gas station","102.8388543","15.1340504"
"Gas station","102.6388893","15.477623"
"Gas station","102.6018062","15.747006"
"Gas station","103.139189","15.3241382"
"Gas station","102.6006551","15.2544076"
"Gas station","103.0318826","15.1374921"
"Gas station","102.9066998","15.2738419"
"Gas station","102.4978235","15.7656334"
"Gas station","103.0562143","15.3464926"
"PTT Gasoline Station","102.3461357","14.7466336"
"Gas station","102.3947873","14.7380571"
"Gas station","102.2877513","15.1030305"
"Gas station","102.3513765","15.1984273"
"Gas station","102.26414","15.1823333"
"Gas station","102.2638868","15.1454663"
"Gas station","102.3336366","15.2809629"
"Gas station","102.3414062","15.1864439"
"Gas station","102.5604812","14.7426096"
"Gas station","102.4095597","15.0093941"
"Gas station","102.613217","14.8894806"
"Gas station","102.3880551","15.2449039"
"Gas station","102.3787145","15.3074386"
"Gas station","102.4153632","15.2571777"
"Gas station","102.3329208","14.7513517"
"Gas station","102.2955143","15.2285913"
"Gas station","102.3767049","14.7389446"
"Gas station","102.3870938","15.4180963"
"Gas station","102.272631","15.0970637"
"Gas station","102.355851","14.8515364"
"Gas station","102.5781927","15.5496884"
"Gas station","102.5568929","15.5817062"
"Gas station","102.5587573","15.5063574"
"Gas station","102.6221637","15.5497874"
"Gas station","102.7784581","15.4731675"
"Gas station","102.5615859","15.4169877"
"Gas station","102.6594982","14.8879163"
"PTT","102.434144","15.3199339"
"Gas station","103.0038441","14.9439409"
"Gas station","102.6185193","15.5277427"
"Gas station","102.8794401","15.3563104"
"PTT Gas Station","102.5270654","15.4977209"
"Gas station","102.6279886","15.4765273"
"Gas station","102.5842488","15.4563873"
"Gas station","103.0432408","14.993264"
"Gas station","102.7796337","15.3582014"
"Gas station","102.7232019","15.3158089"
"Gas station","102.7094163","14.8939501"
"Gas station","102.7715407","14.881045"
"Gas station","103.1507967","15.3152537"
"สถานีบริการสยามแก๊ส","100.4082935","16.2673138"
"Gas station","100.363565","15.8315189"
"NGV Gas Station","100.1255107","15.5778739"
"NTK Petroleum Co, Ltd. PTT Station Office","100.1184129","15.8307183"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.2024694","15.862658"
"Gas station","100.3420824","15.8232542"
"Gas station","100.4750725","16.0219521"
"Gas station","100.2535172","15.8704176"
"Gas station","100.2644135","15.8857763"
"Gas station","100.2303653","15.8054457"
"PTT Gas Station","100.5647372","15.5916977"
"Gas station","100.2514701","15.8647682"
"Gas station","100.2743675","15.8729421"
"Gas station","100.2598162","15.7679971"
"Gas station","100.3760879","15.6050948"
"Gas station","100.2657145","15.9055388"
"Gas station","100.6136071","15.8041351"
"Gas station","100.4515762","15.7657194"
"Gas station","100.3488027","15.7704713"
"PT Gas Station","100.1477168","15.3978641"
"PTT Gasoline station","99.94375","15.816073"
"Gas station","100.179264","15.5168902"
"PT Gas Station","100.145002","15.4586571"
"Gas station","99.7537993","15.4770372"
"Gas station","100.0316637","15.5172826"
"PTT Asia Service Limited Partnership","100.153235","15.373596"
"Gas station","99.8838193","15.4576221"
"Gas station","99.905424","15.4623427"
"Gas station","99.8466969","15.3934514"
"Gas station","100.2339835","15.4699022"
"Gas station","99.9047501","15.5361898"
"LPG Nakhon Sawan","100.0981471","15.7092785"
"Esso Chaowarat","100.1174946","15.722903"
"Gas station","100.1264132","15.5577675"
"Gas station","99.7787664","15.4390779"
"Gas station","100.363565","15.8315189"
"NGV Gas Station","100.1255107","15.5778739"
"Gas station","100.0227906","15.3792301"
"Gas station","100.4161935","15.4812359"
"PTT Gasoline station","99.94375","15.816073"
"LPG Nakhon Sawan","100.0981471","15.7092785"
"Gas station","100.1264132","15.5577675"
"Esso Chaowarat","100.1174946","15.722903"
"NTK Petroleum Co, Ltd. PTT Station Office","100.1184129","15.8307183"
"Gas station","100.363565","15.8315189"
"NGV Gas Station","100.1255107","15.5778739"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.1476591","15.7399692"
"Gas station","100.0386839","15.7172966"
"Gas station","100.2024694","15.862658"
"Gas station","100.3420824","15.8232542"
"Gas station","100.4750725","16.0219521"
"Gas station","100.2535172","15.8704176"
"Gas station","100.2644135","15.8857763"
"Gas station","100.0735372","15.6907169"
"Gas station","100.2303653","15.8054457"
"PTT Gas Station","100.5647372","15.5916977"
"Gas station","100.2514701","15.8647682"
"Gas station","100.2743675","15.8729421"
"Gas station","100.0316637","15.5172826"
"Gas station","99.7537993","15.4770372"
"PTT Gasoline station","99.94375","15.816073"
"Gas station","99.905424","15.4623427"
"Gas station","99.8838193","15.4576221"
"Gas station","99.8466969","15.3934514"
"Gas station","99.9047501","15.5361898"
"Gas station","99.6954428","15.4114032"
"Gas station","99.7787664","15.4390779"
"Gas station","99.6942742","15.9434752"
"Gas station","99.7607209","15.9638844"
"Gas station","100.0227906","15.3792301"
"NGV Gas Station","100.1255107","15.5778739"
"Gas station","99.466421","15.9195507"
"PTT (PST Pairat Service Limited Partnership)","100.1262158","16.1192265"
"Gas station","100.0386839","15.7172966"
"Gas station","99.8013569","15.770722"
"Gas station","99.5521731","15.4601224"
"Gas station","99.5887216","15.8756087"
"Gas station","99.538592","15.8383566"
"ปั๊มน้ำมันบางจาก - หนองฉาง","99.6960719","15.3019721"
"Gas station","99.7537993","15.4770372"
"Gas station","99.8234024","15.2782402"
"Gas station","99.7658193","15.344292"
"Gas station","99.7531223","15.2950045"
"Gas station","99.7592645","15.3785428"
"Gas station","99.6494588","15.3013349"
"Gas station","99.6631544","15.3102004"
"Gas station","99.747745","15.3327243"
"Gas station","99.6253211","15.3359799"
"Gas station","99.7273038","15.3388418"
"Gas station","99.8838193","15.4576221"
"Gas station","99.8466969","15.3934514"
"Gas station","99.6954428","15.4114032"
"Gas station","99.6273278","15.2968525"
"Gas station","99.7787664","15.4390779"
"Gas station","99.8530744","15.2936647"
"Gas station","99.7741208","15.269445"
"Gas station","99.6783521","15.2491204"
"Gas station","99.8013569","15.770722"
"Gas station","99.5887216","15.8756087"
"Gas station","99.538592","15.8383566"
"Gas station","99.6728359","15.2370051"
"Gas station","99.5521731","15.4601224"
"Gas station","99.8564049","15.2039098"
"Gas station","99.7015354","15.2772799"
"Gas station","99.6810831","15.2664662"
"Gas station","99.5804254","15.8232385"
"Gas station","99.5486572","15.8406865"
"Gas station","99.6901265","15.2182651"
"Gas station","99.871808","15.2780658"
"Gas station","99.7925423","15.4760465"
"Gas station","99.4229949","15.7522421"
"PT Gas Station","99.6600363","15.1209619"
"Gas station","99.896686","15.5376915"
"Gas station","99.8061007","15.8340944"
"Gas station","99.4623911","15.7090971"
"Gas station","99.8642547","15.5560719"
"Esso gas station","99.8911317","15.2546815"
"Gas station","99.5122394","15.231728"
"Gas station","99.7537993","15.4770372"
"Gas station","99.8234024","15.2782402"
"Gas station","99.7658193","15.344292"
"Gas station","99.7531223","15.2950045"
"Gas station","99.7592645","15.3785428"
"Gas station","99.6494588","15.3013349"
"Gas station","99.6631544","15.3102004"
"Gas station","99.747745","15.3327243"
"Gas station","99.6253211","15.3359799"
"Gas station","99.7273038","15.3388418"
"Gas station","99.8838193","15.4576221"
"Gas station","99.8466969","15.3934514"
"Gas station","99.6954428","15.4114032"
"Gas station","99.6273278","15.2968525"
"Gas station","99.7787664","15.4390779"
"Gas station","99.8530744","15.2936647"
"Gas station","99.7741208","15.269445"
"Gas station","99.466421","15.9195507"
"Gas station","99.6783521","15.2491204"
"Gas station","99.8013569","15.770722"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.2102913","15.7135915"
"Gas station","103.4410644","15.5829524"
"Gas station","103.4520334","15.5959628"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","103.3996303","15.306074"
"Gas station","103.2764931","15.3463303"
"Gas station","103.4031915","15.764412"
"Gas station","103.367129","15.6068732"
"Gas station","103.513844","15.7748859"
"Gas station","103.3729259","15.6422168"
"Gas station","103.6175524","15.4537125"
"Gas station","103.2234508","15.5149269"
"Gas station","103.8768391","15.4850991"
"Gas station","103.8314727","15.3858849"
"Gas station","103.4563987","15.9087777"
"Gas station","103.5514739","15.7429653"
"Gas station","103.5814869","15.7051716"
"Gas station","103.3797377","15.1312709"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.0038441","14.9439409"
"Gas station","102.8794401","15.3563104"
"Gas station","103.3195528","15.178032"
"Gas station","103.3996303","15.306074"
"PT gas station.","102.6769888","14.8449312"
"Gas station","103.2764931","15.3463303"
"Gas station","102.8363496","14.8855364"
"Gas station","103.0432408","14.993264"
"Gas station","103.478437","15.0761478"
"Gas station","103.0664379","14.8922402"
"Gas station","103.1507967","15.3152537"
"Gas station","103.2009782","15.0255954"
"Gas station","102.9978075","14.8978573"
"Gas station","103.3126878","14.8786499"
"Gas station","103.1480417","15.2175765"
"Gas station","103.3080093","14.9258218"
"Gas station","103.3797377","15.1312709"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.2102913","15.7135915"
"Gas station","103.4410644","15.5829524"
"Gas station","103.4520334","15.5959628"
"Gas station","103.3195528","15.178032"
"PTT Gas Station","103.37025","15.8363898"
"Gas station","103.3996303","15.306074"
"Gas station","103.2764931","15.3463303"
"Gas station","103.367129","15.6068732"
"Gas station","103.478437","15.0761478"
"Gas station","103.5772577","15.0654665"
"Gas station","103.1507967","15.3152537"
"Gas station","103.2009782","15.0255954"
"Gas station","103.1480417","15.2175765"
"Gas station","103.3729259","15.6422168"
"Gas station","103.6175524","15.4537125"
"Gas station","103.2234508","15.5149269"
"Gas station","103.0230942","15.3552896"
"Gas station","103.5814869","15.7051716"
"Gas station","103.0132046","15.3938996"
"Gas station","103.5145478","15.0142159"
"Gas station","103.3164548","15.3493215"
"Gas station","103.4321581","15.6981869"
"Gas station","103.5245074","15.0556521"
"Gas station","103.1801465","15.6462261"
"Gas station","103.5021801","15.2565172"
"Gas station","103.2940596","15.2972597"
"Gas station","103.139189","15.3241382"
"Gas station","103.2143288","15.6646318"
"Gas station","103.537056","15.7007739"
"Gas station","103.0562143","15.3464926"
"Gas station","103.40483","15.6415737"
"Gas station","103.4626443","15.0255463"
"Gas station","103.5199644","15.1629744"
"PTT gas station.","103.3181764","15.2098149"
"Gas station","103.4452387","15.7217519"
"Gas station","103.1108758","15.4574595"
"Pisal Gas Station","100.4973403","13.7274254"
"Bangchak (Saha Rungruang Narinda Petroleum Limited Partnership)","100.499421","13.728989"
"Bangchak","100.501275","13.720582"
"Caltex","100.4910577","13.7196631"
"Esso","100.487889","13.726941"
"บางจากกรีนเนท-สาขากรุงธนบุรี2","100.5012664","13.7205736"
"Shell","100.489666","13.716915"
"Shell","100.507171","13.716289"
"UdomPorn oil ho (Shell)","100.497732","13.710812"
"ปั๊ม Shell","100.50006","13.749989"
"บริษัท กิจรุ่งเรือง (2535) จำกัด","100.5010072","13.7203016"
"LPG Somdet Phrachao Taksin 9/1","100.491062","13.719595"
"Thai Sun Gas Shop","100.499643","13.754517"
"สถานีBTS โพธิ์นิมิตร","100.4860532","13.7192551"
"PTT Station","100.5067941","13.705683"
"Shell","100.481424","13.743408"
"Shell","100.504303","13.750599"
"Charoen Kiat Ptn","100.5069439","13.740353"
"จอดแล้วจร กรุงธน","100.5033578","13.7218321"
"ที่จอดรถซื้อดอกไม้","100.497239","13.7402097"
"Esso Wattana พระราม 2","100.291601","13.571177"
"Gas Station","100.2410976","13.7445573"
"PTT NGV Service Station","100.3300452","13.7478475"
"PT Gas Station","100.305212","13.845478"
"Caltex","100.3220394","13.6814582"
"เอสโซ่ หจก. สหชัชวาล เซอร์วิส","100.2994985","13.7862363"
"PTT NGV Service Station","100.2853381","13.7857994"
"PTT","100.2611664","13.547268"
"PTT","100.3194404","13.5847373"
"คาลเท็กซ์ สาขาซี. เอ. เอส. แอสเซท","100.3406924","13.5677677"
"ปตท. LPG","100.269782","13.7851286"
"Hong Thong Auto Gas","100.2393135","13.7401348"
"PTT Station สาขาถนนพระราม2 (ขาเข้า)","100.3380018","13.5933984"
"ปตท.","100.2779735","13.5923521"
"PT Gas Station & LPG","100.29343","13.625172"
"Shell ปั๊มน้ำมันเชลล์ นทีบริการ","100.047791","13.807169"
"PTT Petrol Station","100.2210506","13.5362038"
"PT Gas Station","100.2535835","13.7085981"
"Gas station PTT economic road km 16.","100.2798701","13.5883919"
"Duang Phon Gas Shop","100.274985","13.709806"
"Esso fuel pump","100.4090954","13.776016"
"Bangchak Gas Station Kanchanapisek (1)","100.4053104","13.7201448"
"PTT Gas Station","100.393579","13.6252112"
"ปตท.","100.4057504","13.6376667"
"PTT Gas Station","100.4141532","13.8331345"
"Chokedee LPG Gas Station","100.3815054","13.8946"
"Esso","100.3790477","13.7087173"
"PT Gas Station, Thawi Watthana 2 Branch","100.3805202","13.7863554"
"PT Gas Station","100.4053754","13.6704493"
