Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1550.0	10.19	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1367.0	12.83	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1567.0	15.85	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1450.0	13.48	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1367.0	14.68	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	19.1	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1450.0	16.3	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1383.0	10.46	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1650.0	9.35	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1550.0	10.06	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1367.0	14.56	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1567.0	13.55	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2003	Dec	5.8		1450.0	15.51	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1367.0	17.51	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	15.18	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1450.0	18.26	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	second rotation			yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	16.7038356164	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	10.4763013699	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	11.2731506849	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	17.4878082192	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	12.3291780822	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	11.0968493151	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	16.0531506849	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	16.1168493151	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	19.4420547945	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	16.2639726027	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	17.7456164384	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	17.5497260274	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	13.2620547945	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	12.5956164384	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	17.2508219178	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	16.6320547945	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	14.6023287671	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wen et al., 2008	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	86.0	21.75	1200.0		farmer's field	about 10 ha total area, 30 m x 20 m each plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2005	Aug	7.3		1550.0	13.8908219178	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	averaged by Age				yes	annual	220.0	150.0	100.0				
Wu et al., 2014, JGAS	China	Qipo Linchang, Nanning, Guangxi	reported site	22.68	108.193161111	175.0	22.0	1304.2		farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		2009			5.0		950.0	11.3894	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted	averaged by Age			no	no								
Wu et al., 2014, JGAS	China	Qipo Linchang, Nanning, Guangxi	reported site	22.68	108.193333333	187.0	22.0	1304.2		farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		2009			5.0		1100.0	13.1876	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted	averaged by Age			no	no								
Wu et al., 2014, JGAS	China	Qipo Linchang, Nanning, Guangxi	reported site	22.6796305556	108.193463889	216.0	22.0	1304.2		farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		2009			5.0		1125.0	13.4876	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted	averaged by Age			no	no								
Wu et al., 2014, JGAS	China	Qipo Linchang, Nanning, Guangxi	reported site	22.6796055556	108.1935	187.0	22.0	1304.2		farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		2009			5.0		1100.0	13.1876	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted	averaged by Age			no	no								
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	261.5				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					1.0		1425.0	1.85	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	259.0				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					2.0		1350.0	12.56	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	291.5				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					3.0		1067.0	6.98666666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	121.5				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					4.0		1150.0	15.705	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	311.5				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					5.0		1250.0	17.008	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Qiongzhong, Hainan	Google map	19.38	110.1	257.0				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					6.0		1133.0	16.425	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
Xiang, 2012	China	Lingao, Hainan	Google map	19.91	109.71	9.0				farmer's field	20 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis					1.0		1408.0	2.64	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	averaged by Age												
